hour,load,wind,solar
999,139.65,5.24,0.00
1000,150.15,0.79,0.00
1001,161.70,0.58,0.00
1002,168.00,1.07,0.00
1003,170.10,2.46,0.00
1004,158.55,4.40,0.00
1005,138.60,4.21,0.00
1006,117.60,4.71,0.00
1007,103.95,5.54,1.68
1008,87.40,4.63,9.67
1009,82.65,4.10,18.12
1010,78.85,3.29,23.80
1011,76.95,6.63,18.66
1012,77.90,16.82,23.57
1013,84.55,31.54,25.40
1014,97.85,42.28,9.53
1015,115.90,29.89,7.30
1016,132.05,16.41,6.03
1017,137.75,27.18,0.47
1018,133.95,41.13,0.00
1019,127.30,45.24,0.00
1020,121.60,30.59,0.00
1021,118.75,34.64,0.00
1022,120.65,52.57,0.00
1023,126.35,56.32,0.00
1024,135.85,59.52,0.00
1025,146.30,62.84,0.00
1026,152.00,78.60,0.00
1027,153.90,88.99,0.00
1028,143.45,95.99,0.00
1029,125.40,91.37,0.00
1030,106.40,77.73,0.00
1031,94.05,73.50,0.44
1032,92.00,75.18,3.12
1033,87.00,70.23,5.20
1034,83.00,61.72,6.87
1035,81.00,58.09,13.32
1036,82.00,60.43,15.51
1037,89.00,68.43,17.10
1038,103.00,78.81,8.64
1039,122.00,84.37,6.65
1040,139.00,81.45,2.88
1041,145.00,58.44,0.23
1042,141.00,34.90,0.00
1043,134.00,27.29,0.00
1044,128.00,23.31,0.00
1045,125.00,20.91,0.00
1046,127.00,20.82,0.00
1047,133.00,23.92,0.00
1048,143.00,26.20,0.00
1049,154.00,25.04,0.00
1050,160.00,25.25,0.00
1051,162.00,27.84,0.00
1052,151.00,22.24,0.00
1053,132.00,15.47,0.00
1054,112.00,10.80,0.00
1055,99.00,7.02,3.93
1056,96.60,3.66,24.70
1057,91.35,0.56,48.78
1058,87.15,0.00,72.54
1059,85.05,0.00,80.43
1060,86.10,0.39,61.70
1061,93.45,2.01,61.30
1062,108.15,4.17,52.43
1063,128.10,7.26,36.39
1064,145.95,11.37,23.92
1065,152.25,12.63,7.27
1066,148.05,14.34,0.00
1067,140.70,19.63,0.00
1068,134.40,24.94,0.00
1069,131.25,26.42,0.00
1070,133.35,23.61,0.00
1071,139.65,21.28,0.00
1072,150.15,18.40,0.00
1073,161.70,14.11,0.00
1074,168.00,10.67,0.00
1075,170.10,7.57,0.00
1076,158.55,5.33,0.00
1077,138.60,4.63,0.00
1078,117.60,5.50,0.00
1079,103.95,6.03,6.00
1080,87.40,2.15,32.61
1081,82.65,0.15,63.85
1082,78.85,0.00,88.84
1083,76.95,0.00,99.24
1084,77.90,0.00,87.51
1085,84.55,0.00,92.82
1086,97.85,0.00,76.26
1087,115.90,0.00,50.97
1088,132.05,0.00,29.47
1089,137.75,0.00,8.25
1090,133.95,0.00,0.00
1091,127.30,0.00,0.00
1092,121.60,0.00,0.00
1093,118.75,0.00,0.00
1094,120.65,0.00,0.00
1095,126.35,0.00,0.00
1096,135.85,0.00,0.00
1097,146.30,0.00,0.00
1098,152.00,0.00,0.00
1099,153.90,0.00,0.00
1100,143.45,1.87,0.00
1101,125.40,4.75,0.00
1102,106.40,5.89,0.00
1103,94.05,5.94,1.23
1104,92.00,3.35,14.10
1105,87.00,4.13,30.49
1106,83.00,2.68,49.41
1107,81.00,1.51,45.74
1108,82.00,0.49,28.33
1109,89.00,0.00,20.97
1110,103.00,0.00,14.30
1111,122.00,0.00,7.83
1112,139.00,0.00,3.38
1113,145.00,0.00,0.24
1114,141.00,0.00,0.00
1115,134.00,1.37,0.00
1116,128.00,2.09,0.00
1117,125.00,1.66,0.00
1118,127.00,0.87,0.00
1119,133.00,0.16,0.00
1120,143.00,0.00,0.00
1121,154.00,0.00,0.00
1122,160.00,0.00,0.00
1123,162.00,0.00,0.00
1124,151.00,0.00,0.00
1125,132.00,0.00,0.00
1126,112.00,0.00,0.00
1127,99.00,0.00,0.75
1128,96.60,0.00,7.06
1129,91.35,0.98,17.50
1130,87.15,6.40,30.05
1131,85.05,11.11,47.50
1132,86.10,12.49,51.55
1133,93.45,12.42,39.87
1134,108.15,11.37,30.74
1135,128.10,9.36,21.26
1136,145.95,6.07,10.48
1137,152.25,1.69,1.72
1138,148.05,0.00,0.00
1139,140.70,0.00,0.00
1140,134.40,0.00,0.00
1141,131.25,0.00,0.00
1142,133.35,0.43,0.00
1143,139.65,0.68,0.00
1144,150.15,0.32,0.00
1145,161.70,0.00,0.00
1146,168.00,0.00,0.00
1147,170.10,0.00,0.00
1148,158.55,0.00,0.00
1149,138.60,0.00,0.00
1150,117.60,0.00,0.00
1151,103.95,0.00,0.69
1152,87.40,0.00,4.00
1153,82.65,0.00,7.52
1154,78.85,0.00,16.26
1155,76.95,0.15,16.74
1156,77.90,2.89,20.10
1157,84.55,5.46,16.16
1158,97.85,6.63,10.95
1159,115.90,7.42,12.16
1160,132.05,5.98,7.02
1161,137.75,4.25,1.76
1162,133.95,2.58,0.00
1163,127.30,1.02,0.00
1164,121.60,0.00,0.00
1165,118.75,0.00,0.00
1166,120.65,1.11,0.00
1167,126.35,9.42,0.00
1168,135.85,21.47,0.00
1169,146.30,33.76,0.00
1170,152.00,47.55,0.00
1171,153.90,55.98,0.00
1172,143.45,52.23,0.00
1173,125.40,41.41,0.00
1174,106.40,32.27,0.00
1175,94.05,22.43,6.42
1176,92.00,23.31,33.45
1177,87.00,33.38,64.10
1178,83.00,26.74,91.64
1179,81.00,20.63,108.02
1180,82.00,19.99,100.71
1181,89.00,21.95,91.08
1182,103.00,23.81,78.92
1183,122.00,25.25,60.49
1184,139.00,23.92,36.39
1185,145.00,18.84,11.43
1186,141.00,19.28,0.00
1187,134.00,21.10,0.00
1188,128.00,20.36,0.00
1189,125.00,16.98,0.00
1190,127.00,12.56,0.00
1191,133.00,10.06,0.00
1192,143.00,7.62,0.00
1193,154.00,4.67,0.00
1194,160.00,2.43,0.00
1195,162.00,1.41,0.00
1196,151.00,1.29,0.00
1197,132.00,2.06,0.00
1198,112.00,3.52,0.00
1199,99.00,4.79,8.16
1200,96.60,2.86,37.96
1201,91.35,6.63,69.00
1202,87.15,11.95,94.40
1203,85.05,12.77,110.66
1204,86.10,11.05,113.30
1205,93.45,8.52,107.61
1206,108.15,7.42,92.06
1207,128.10,6.92,69.17
1208,145.95,6.12,38.94
1209,152.25,8.85,11.37
1210,148.05,22.14,0.00
1211,140.70,39.16,0.00
1212,134.40,44.79,0.00
1213,131.25,37.53,0.00
1214,133.35,30.24,0.00
1215,139.65,27.95,0.00
1216,150.15,30.00,0.00
1217,161.70,34.77,0.00
1218,168.00,32.03,0.00
1219,170.10,27.51,0.00
1220,158.55,27.95,0.00
1221,138.60,27.18,0.00
1222,117.60,26.31,0.00
1223,103.95,23.21,3.03
1224,87.40,29.42,14.97
1225,82.65,34.26,26.74
1226,78.85,32.27,31.71
1227,76.95,30.47,44.95
1228,77.90,28.97,43.26
1229,84.55,27.51,50.06
1230,97.85,26.96,43.40
1231,115.90,23.12,21.10
1232,132.05,18.15,11.25
1233,137.75,14.86,2.92
1234,133.95,22.43,0.00
1235,127.30,26.63,0.00
1236,121.60,22.24,0.00
1237,118.75,21.66,0.00
1238,120.65,22.43,0.00
1239,126.35,20.82,0.00
1240,135.85,17.56,0.00
1241,146.30,14.11,0.00
1242,152.00,11.37,0.00
1243,153.90,11.11,0.00
1244,143.45,11.05,0.00
1245,125.40,8.52,0.00
1246,106.40,5.89,0.00
1247,94.05,3.99,1.52
1248,92.00,2.26,5.80
1249,87.00,0.36,11.82
1250,83.00,0.00,11.17
1251,81.00,0.00,21.66
1252,82.00,0.00,26.85
1253,89.00,0.00,21.77
1254,103.00,0.00,25.65
1255,122.00,0.00,21.23
1256,139.00,0.00,13.71
1257,145.00,0.00,4.32
1258,141.00,0.00,0.00
1259,134.00,0.00,0.00
1260,128.00,0.00,0.00
1261,125.00,0.00,0.00
1262,127.00,0.00,0.00
1263,133.00,0.00,0.00
1264,143.00,0.00,0.00
1265,154.00,0.06,0.00
1266,160.00,0.00,0.00
1267,162.00,0.00,0.00
1268,151.00,0.00,0.00
1269,132.00,0.00,0.00
1270,112.00,0.00,0.00
1271,99.00,0.00,1.48
1272,96.60,0.00,4.72
1273,91.35,0.00,3.20
1274,87.15,0.00,8.68
1275,85.05,0.00,13.83
1276,86.10,0.00,16.75
1277,93.45,0.00,19.79
1278,108.15,0.00,16.32
1279,128.10,0.00,15.04
1280,145.95,0.00,5.86
1281,152.25,0.00,2.38
1282,148.05,0.00,0.00
1283,140.70,0.00,0.00
1284,134.40,0.10,0.00
1285,131.25,0.95,0.00
1286,133.35,1.90,0.00
1287,139.65,3.09,0.00
1288,150.15,4.52,0.00
1289,161.70,6.03,0.00
1290,168.00,6.03,0.00
1291,170.10,5.54,0.00
1292,158.55,5.76,0.00
1293,138.60,5.33,0.00
1294,117.60,4.40,0.00
1295,103.95,4.02,5.17
1296,87.40,5.00,23.64
1297,82.65,5.20,40.81
1298,78.85,4.91,60.51
1299,76.95,5.50,67.87
1300,77.90,7.42,70.18
1301,84.55,10.36,55.63
1302,97.85,14.26,56.15
1303,115.90,19.28,37.64
1304,132.05,23.02,23.38
1305,137.75,22.43,8.90
1306,133.95,27.29,0.00
1307,127.30,31.30,0.00
1308,121.60,29.42,0.00
1309,118.75,26.20,0.00
1310,120.65,21.10,0.00
1311,126.35,16.25,0.00
1312,135.85,13.25,0.00
1313,146.30,11.17,0.00
1314,152.00,9.82,0.00
1315,153.90,9.76,0.00
1316,143.45,11.37,0.00
1317,125.40,12.09,0.00
1318,106.40,11.17,0.00
1319,94.05,8.46,5.85
1320,92.00,3.42,25.99
1321,87.00,5.04,51.47
1322,83.00,5.00,77.84
1323,81.00,4.75,84.86
1324,82.00,4.96,51.23
1325,89.00,5.20,45.98
1326,103.00,5.59,33.57
1327,122.00,7.07,19.92
1328,139.00,10.00,15.31
1329,145.00,14.34,4.96
1330,141.00,24.32,0.00
1331,134.00,31.18,0.00
1332,128.00,29.89,0.00
1333,125.00,25.46,0.00
1334,127.00,20.08,0.00
1335,133.00,15.94,0.00
1336,143.00,12.63,0.00
1337,154.00,11.17,0.00
1338,160.00,11.76,0.00
1339,162.00,12.90,0.00
1340,151.00,14.04,0.00
1341,132.00,13.54,0.00
1342,112.00,11.50,0.00
1343,99.00,8.09,9.41
1344,96.60,10.92,39.34
1345,91.35,13.11,73.46
1346,87.15,7.77,98.90
1347,85.05,4.59,116.15
1348,86.10,3.22,116.91
1349,93.45,2.61,115.88
1350,108.15,2.46,100.89
1351,128.10,2.68,76.80
1352,145.95,2.93,46.38
1353,152.25,2.71,15.98
1354,148.05,3.02,0.00
1355,140.70,4.32,0.00
1356,134.40,6.49,0.00
1357,131.25,8.85,0.00
1358,133.35,10.73,0.00
1359,139.65,12.49,0.00
1360,150.15,13.97,0.00
1361,161.70,15.16,0.00
1362,168.00,16.49,0.00
1363,170.10,18.75,0.00
1364,158.55,21.85,0.00
1365,138.60,24.12,0.00
1366,117.60,24.84,0.00
1367,103.95,18.84,11.51
1368,87.40,7.57,43.23
1369,82.65,11.30,75.10
1370,78.85,6.26,100.64
1371,76.95,3.56,117.39
1372,77.90,2.04,124.50
1373,84.55,1.11,119.68
1374,97.85,0.58,104.58
1375,115.90,0.32,80.17
1376,132.05,0.38,49.11
1377,137.75,1.56,17.16
1378,133.95,5.54,0.00
1379,127.30,11.76,0.00
1380,121.60,14.93,0.00
1381,118.75,14.56,0.00
1382,120.65,13.54,0.00
1383,126.35,11.63,0.00
1384,135.85,8.30,0.00
1385,146.30,6.49,0.00
1386,152.00,5.81,0.00
1387,153.90,5.24,0.00
1388,143.45,4.75,0.00
1389,125.40,4.67,0.00
1390,106.40,4.29,0.00
1391,94.05,2.89,1.26
1392,92.00,0.32,14.59
1393,87.00,0.00,29.04
1394,83.00,0.98,50.67
1395,81.00,1.69,58.00
1396,82.00,2.04,58.35
1397,89.00,2.29,54.41
1398,103.00,2.26,44.64
1399,122.00,1.98,30.72
1400,139.00,1.51,18.64
1401,145.00,1.64,5.90
1402,141.00,2.15,0.00
1403,134.00,1.49,0.00
1404,128.00,0.27,0.00
1405,125.00,0.00,0.00
1406,127.00,0.00,0.00
1407,133.00,0.00,0.00
1408,143.00,0.00,0.00
1409,154.00,0.00,0.00
1410,160.00,0.54,0.00
1411,162.00,2.29,0.00
1412,151.00,3.42,0.00
1413,132.00,2.83,0.00
1414,112.00,1.74,0.00
1415,99.00,1.29,2.92
1416,96.60,0.85,15.06
1417,91.35,7.07,28.57
1418,87.15,17.81,45.99
1419,85.05,19.28,62.71
1420,86.10,19.72,69.17
1421,93.45,22.33,65.68
1422,108.15,27.18,49.85
1423,128.10,31.79,33.02
1424,145.95,32.39,18.57
1425,152.25,30.12,6.75
1426,148.05,32.03,0.00
1427,140.70,29.19,0.00
1428,134.40,23.92,0.00
1429,131.25,20.36,0.00
1430,133.35,18.40,0.00
1431,139.65,18.49,0.00
1432,150.15,19.01,0.00
1433,161.70,18.58,0.00
1434,168.00,19.10,0.00
1435,170.10,16.33,0.00
1436,158.55,13.90,0.00
1437,138.60,12.36,0.00
1438,117.60,7.36,0.00
1439,103.95,2.61,6.47
1440,87.40,1.49,20.23
1441,82.65,2.55,29.31
1442,78.85,2.64,51.16
1443,76.95,2.12,75.87
1444,77.90,1.13,88.42
1445,84.55,0.00,75.72
1446,97.85,0.00,74.46
1447,115.90,0.00,50.57
1448,132.05,0.00,30.50
1449,137.75,0.00,9.84
1450,133.95,0.00,0.00
1451,127.30,1.04,0.00
1452,121.60,2.77,0.00
1453,118.75,4.17,0.00
1454,120.65,4.71,0.00
1455,126.35,5.72,0.00
1456,135.85,6.54,0.00
1457,146.30,5.20,0.00
1458,152.00,5.00,0.00
1459,153.90,6.68,0.00
1460,143.45,6.73,0.00
1461,125.40,4.79,0.00
1462,106.40,2.80,0.00
1463,94.05,1.77,7.43
1464,92.00,0.11,23.42
1465,87.00,0.00,46.05
1466,83.00,0.00,60.37
1467,81.00,0.00,80.65
1468,82.00,0.00,66.61
1469,89.00,0.00,61.99
1470,103.00,0.00,53.84
1471,122.00,0.00,48.25
1472,139.00,0.00,27.85
1473,145.00,0.00,10.48
1474,141.00,0.00,0.00
1475,134.00,0.00,0.00
1476,128.00,1.09,0.00
1477,125.00,3.02,0.00
1478,127.00,5.24,0.00
1479,133.00,8.03,0.00
1480,143.00,11.17,0.00
1481,154.00,13.25,0.00
1482,160.00,13.75,0.00
1483,162.00,12.90,0.00
1484,151.00,11.17,0.00
1485,132.00,8.85,0.00
1486,112.00,6.77,0.00
1487,99.00,3.99,12.10
1488,96.60,1.66,40.52
1489,91.35,1.85,71.22
1490,87.15,3.32,96.78
1491,85.05,5.24,113.76
1492,86.10,5.41,111.11
1493,93.45,5.08,106.79
1494,108.15,4.17,91.57
1495,128.10,3.05,67.25
1496,145.95,2.01,39.13
1497,152.25,1.41,14.16
1498,148.05,3.12,0.48
1499,140.70,6.77,0.00
1500,134.40,11.76,0.00
1501,131.25,16.65,0.00
1502,133.35,20.54,0.00
1503,139.65,21.57,0.00
1504,150.15,20.82,0.00
1505,161.70,19.19,0.00
1506,168.00,17.39,0.00
1507,170.10,15.01,0.00
1508,158.55,12.36,0.00
1509,138.60,9.94,0.00
1510,117.60,7.77,0.00
1511,103.95,5.12,13.10
1512,87.40,0.62,41.92
1513,82.65,0.00,72.49
1514,78.85,2.68,97.66
1515,76.95,1.85,114.29
1516,77.90,1.34,120.95
1517,84.55,1.22,116.14
1518,97.85,1.18,100.82
1519,115.90,1.18,76.43
1520,132.05,1.22,46.15
1521,137.75,0.83,16.41
1522,133.95,0.93,0.56
1523,127.30,1.82,0.00
1524,121.60,4.06,0.00
1525,118.75,7.47,0.00
1526,120.65,10.06,0.00
1527,126.35,9.94,0.00
1528,135.85,7.21,0.00
1529,146.30,4.96,0.00
1530,152.00,4.36,0.00
1531,153.90,4.48,0.00
1532,143.45,4.67,0.00
1533,125.40,4.48,0.00
1534,106.40,5.16,0.00
1535,94.05,6.49,15.17
1536,92.00,3.22,45.89
1537,87.00,2.12,76.64
1538,83.00,6.77,100.50
1539,81.00,6.73,118.11
1540,82.00,5.98,120.84
1541,89.00,5.50,114.32
1542,103.00,5.24,84.41
1543,122.00,3.77,60.17
1544,139.00,1.32,34.39
1545,145.00,0.00,13.41
1546,141.00,0.00,0.45
1547,134.00,0.56,0.00
1548,128.00,1.79,0.00
1549,125.00,3.70,0.00
1550,127.00,6.82,0.00
1551,133.00,9.59,0.00
1552,143.00,11.82,0.00
1553,154.00,12.29,0.00
1554,160.00,10.80,0.00
1555,162.00,7.77,0.00
1556,151.00,3.49,0.00
1557,132.00,0.00,0.00
1558,112.00,0.00,0.00
1559,99.00,0.00,4.59
1560,96.60,0.16,15.48
1561,91.35,0.51,19.80
1562,87.15,1.25,23.39
1563,85.05,2.80,25.81
1564,86.10,2.64,49.37
1565,93.45,1.13,57.86
1566,108.15,0.10,50.18
1567,128.10,0.00,43.72
1568,145.95,0.00,24.88
1569,152.25,0.00,10.44
1570,148.05,0.00,0.44
1571,140.70,0.00,0.00
1572,134.40,0.00,0.00
1573,131.25,0.00,0.00
1574,133.35,0.00,0.00
1575,139.65,0.00,0.00
1576,150.15,0.00,0.00
1577,161.70,1.29,0.00
1578,168.00,1.90,0.00
1579,170.10,1.56,0.00
1580,158.55,1.18,0.00
1581,138.60,1.61,0.00
1582,117.60,1.77,0.00
1583,103.95,0.41,5.74
1584,87.40,0.00,18.19
1585,82.65,0.13,36.57
1586,78.85,0.23,45.42
1587,76.95,0.62,46.41
1588,77.90,0.79,49.84
1589,84.55,0.06,65.55
1590,97.85,0.00,51.17
1591,115.90,0.00,38.56
1592,132.05,0.00,23.16
1593,137.75,0.43,9.73
1594,133.95,7.26,0.60
1595,127.30,16.09,0.00
1596,121.60,22.04,0.00
1597,118.75,19.99,0.00
1598,120.65,14.56,0.00
1599,126.35,9.65,0.00
1600,135.85,7.07,0.00
1601,146.30,6.97,0.00
1602,152.00,7.36,0.00
1603,153.90,7.07,0.00
1604,143.45,6.54,0.00
1605,125.40,5.20,0.00
1606,106.40,4.40,0.00
1607,94.05,3.91,6.63
1608,92.00,2.38,23.17
1609,87.00,1.93,42.98
1610,83.00,0.89,74.94
1611,81.00,0.51,96.05
1612,82.00,0.16,105.58
1613,89.00,0.00,112.69
1614,103.00,0.00,96.70
1615,122.00,0.00,74.05
1616,139.00,0.00,44.64
1617,145.00,0.00,16.39
1618,141.00,1.87,0.71
1619,134.00,4.87,0.00
1620,128.00,8.14,0.00
1621,125.00,10.55,0.00
1622,127.00,11.11,0.00
1623,133.00,10.36,0.00
1624,143.00,9.24,0.00
1625,154.00,8.52,0.00
1626,160.00,8.41,0.00
1627,162.00,8.14,0.00
1628,151.00,8.19,0.00
1629,132.00,7.93,0.00
1630,112.00,6.54,0.00
1631,99.00,4.48,16.44
1632,96.60,1.07,45.15
1633,91.35,0.54,74.45
1634,87.15,0.89,91.68
1635,85.05,0.87,101.72
1636,86.10,1.34,78.67
1637,93.45,1.18,55.41
1638,108.15,0.00,39.56
1639,128.10,0.00,20.64
1640,145.95,0.00,13.56
1641,152.25,0.00,4.66
1642,148.05,1.98,0.35
1643,140.70,6.12,0.00
1644,134.40,6.73,0.00
1645,131.25,5.63,0.00
1646,133.35,3.12,0.00
1647,139.65,0.00,0.00
1648,150.15,0.00,0.00
1649,161.70,0.00,0.00
1650,168.00,0.00,0.00
1651,170.10,0.00,0.00
1652,158.55,0.00,0.00
1653,138.60,0.00,0.00
1654,117.60,0.00,0.18
1655,103.95,0.00,5.52
1656,87.40,0.00,14.55
1657,82.65,0.00,24.45
1658,78.85,0.00,45.85
1659,76.95,0.00,46.83
1660,77.90,0.00,65.99
1661,84.55,0.00,71.31
1662,97.85,0.64,58.98
1663,115.90,2.55,45.35
1664,132.05,2.89,25.70
1665,137.75,3.99,8.98
1666,133.95,5.46,0.54
1667,127.30,8.25,0.00
1668,121.60,25.15,0.00
1669,118.75,70.03,0.00
1670,120.65,100.00,0.00
1671,126.35,100.00,0.00
1672,135.85,100.00,0.00
1673,146.30,99.24,0.00
1674,152.00,81.90,0.00
1675,153.90,77.09,0.00
1676,143.45,71.45,0.00
1677,125.40,75.81,0.00
1678,106.40,84.14,0.42
1679,94.05,96.49,11.89
1680,92.00,100.00,32.48
1681,87.00,100.00,55.99
1682,83.00,100.00,94.11
1683,81.00,100.00,117.16
1684,82.00,100.00,117.04
1685,89.00,100.00,108.20
1686,103.00,100.00,95.61
1687,122.00,100.00,76.62
1688,139.00,97.73,46.15
1689,145.00,69.63,17.10
1690,141.00,46.31,0.86
1691,134.00,36.20,0.00
1692,128.00,28.06,0.00
1693,125.00,19.81,0.00
1694,127.00,13.97,0.00
1695,133.00,10.67,0.00
1696,143.00,9.36,0.00
1697,154.00,8.41,0.00
1698,160.00,7.21,0.00
1699,162.00,5.50,0.00
1700,151.00,3.25,0.00
1701,132.00,1.69,0.00
1702,112.00,1.34,0.75
1703,99.00,1.72,20.67
1704,96.60,3.09,55.32
1705,91.35,1.95,88.22
1706,87.15,0.64,113.48
1707,85.05,0.29,129.62
1708,86.10,0.47,136.01
1709,93.45,1.00,130.93
1710,108.15,2.06,114.89
1711,128.10,3.32,89.68
1712,145.95,4.79,57.84
1713,152.25,4.83,22.92
1714,148.05,5.94,1.10
1715,140.70,10.92,0.00
1716,134.40,19.72,0.00
1717,131.25,27.73,0.00
1718,133.35,33.88,0.00
1719,139.65,38.48,0.00
1720,150.15,39.58,0.00
1721,161.70,40.56,0.00
1722,168.00,40.00,0.00
1723,170.10,39.30,0.00
1724,158.55,39.72,0.00
1725,138.60,41.13,0.00
1726,117.60,43.01,0.81
1727,103.95,30.59,20.27
1728,87.40,29.19,53.86
1729,82.65,78.60,85.36
1730,78.85,96.49,110.61
1731,76.95,93.05,126.64
1732,77.90,88.06,132.30
1733,84.55,83.01,127.18
1734,97.85,74.97,111.14
1735,115.90,64.73,85.05
1736,132.05,54.60,52.35
1737,137.75,34.39,19.49
1738,133.95,26.74,0.98
1739,127.30,25.99,0.00
1740,121.60,25.25,0.00
1741,118.75,22.72,0.00
1742,120.65,17.81,0.00
1743,126.35,13.25,0.00
1744,135.85,9.71,0.00
1745,146.30,6.17,0.00
1746,152.00,2.71,0.00
1747,153.90,0.72,0.00
1748,143.45,0.00,0.00
1749,125.40,0.00,0.00
1750,106.40,0.00,0.80
1751,94.05,0.00,17.09
1752,92.00,1.32,48.15
1753,87.00,1.90,78.14
1754,83.00,2.29,102.27
1755,81.00,4.32,117.94
1756,82.00,7.42,113.89
1757,89.00,10.67,107.73
1758,103.00,12.90,90.48
1759,122.00,14.19,67.30
1760,139.00,16.90,40.48
1761,145.00,27.29,15.98
1762,141.00,56.67,0.91
1763,134.00,70.23,0.00
1764,128.00,65.12,0.00
1765,125.00,57.91,0.00
1766,127.00,67.84,0.00
1767,133.00,69.83,0.00
1768,143.00,60.07,0.00
1769,154.00,47.40,0.00
1770,160.00,44.04,0.00
1771,162.00,43.45,0.00
1772,151.00,53.74,0.00
1773,132.00,55.98,0.00
1774,112.00,53.91,0.68
1775,99.00,53.41,9.17
1776,96.60,69.03,26.63
1777,91.35,75.18,40.49
1778,87.15,66.47,51.25
1779,85.05,44.64,37.37
1780,86.10,19.72,29.99
1781,93.45,5.37,12.02
1782,108.15,0.00,19.63
1783,128.10,0.18,5.98
1784,145.95,10.30,5.03
1785,152.25,28.40,2.67
1786,148.05,41.41,0.37
1787,140.70,47.71,0.00
1788,134.40,64.35,0.00
1789,131.25,82.57,0.00
1790,133.35,79.03,0.00
1791,139.65,80.35,0.00
1792,150.15,86.66,0.00
1793,161.70,69.23,0.00
1794,168.00,55.28,0.00
1795,170.10,52.40,0.00
1796,158.55,53.07,0.00
1797,138.60,52.57,0.00
1798,117.60,51.41,0.29
1799,103.95,44.04,4.40
1800,87.40,31.91,12.17
1801,82.65,22.43,18.02
1802,78.85,17.89,20.27
1803,76.95,18.58,24.49
1804,77.90,24.12,23.16
1805,84.55,31.42,22.80
1806,97.85,35.29,22.99
1807,115.90,31.30,16.64
1808,132.05,23.41,17.62
1809,137.75,15.62,7.27
1810,133.95,13.39,0.49
1811,127.30,13.61,0.00
1812,121.60,14.19,0.00
1813,118.75,14.34,0.00
1814,120.65,13.39,0.00
1815,126.35,11.89,0.00
1816,135.85,9.82,0.00
1817,146.30,7.77,0.00
1818,152.00,7.62,0.00
1819,153.90,8.68,0.00
1820,143.45,8.25,0.00
1821,125.40,6.49,0.00
1822,106.40,4.25,0.39
1823,94.05,2.55,4.99
1824,92.00,1.61,16.87
1825,87.00,0.98,32.79
1826,83.00,0.68,41.91
1827,81.00,0.38,22.16
1828,82.00,0.00,32.52
1829,89.00,0.00,20.36
1830,103.00,0.00,13.13
1831,122.00,0.00,9.12
1832,139.00,0.00,15.61
1833,145.00,0.00,5.18
1834,141.00,0.00,0.42
1835,134.00,0.00,0.00
1836,128.00,0.00,0.00
1837,125.00,0.00,0.00
1838,127.00,0.00,0.00
1839,133.00,0.00,0.00
1840,143.00,0.00,0.00
1841,154.00,0.00,0.00
1842,160.00,0.00,0.00
1843,162.00,0.00,0.00
1844,151.00,0.00,0.00
1845,132.00,0.00,0.00
1846,112.00,0.00,0.48
1847,99.00,0.00,7.24
1848,96.60,0.00,20.16
1849,91.35,0.00,35.84
1850,87.15,0.00,33.88
1851,85.05,0.00,24.58
1852,86.10,0.00,21.17
1853,93.45,0.00,24.41
1854,108.15,0.00,15.34
1855,128.10,0.00,9.73
1856,145.95,0.00,4.77
1857,152.25,0.00,4.21
1858,148.05,0.00,0.22
1859,140.70,0.00,0.00
1860,134.40,0.00,0.00
1861,131.25,0.00,0.00
1862,133.35,0.00,0.00
1863,139.65,0.00,0.00
1864,150.15,0.00,0.00
1865,161.70,0.00,0.00
1866,168.00,0.00,0.00
1867,170.10,0.00,0.00
1868,158.55,0.00,0.00
1869,138.60,0.00,0.00
1870,117.60,0.00,0.62
1871,103.95,0.00,4.50
1872,87.40,0.00,11.79
1873,82.65,0.00,20.37
1874,78.85,0.00,24.14
1875,76.95,0.00,27.82
1876,77.90,0.00,28.25
1877,84.55,0.00,24.13
1878,97.85,0.00,16.35
1879,115.90,0.00,10.32
1880,132.05,0.00,7.56
1881,137.75,0.00,1.80
1882,133.95,0.00,0.34
1883,127.30,0.00,0.00
1884,121.60,0.00,0.00
1885,118.75,0.00,0.00
1886,120.65,0.00,0.00
1887,126.35,0.00,0.00
1888,135.85,0.00,0.00
1889,146.30,0.00,0.00
1890,152.00,0.00,0.00
1891,153.90,0.00,0.00
1892,143.45,0.00,0.00
1893,125.40,0.00,0.00
1894,106.40,0.00,0.39
1895,94.05,0.00,3.18
1896,92.00,0.00,6.15
1897,87.00,0.00,8.29
1898,83.00,0.00,14.05
1899,81.00,0.00,14.29
1900,82.00,0.00,22.25
1901,89.00,0.00,24.64
1902,103.00,0.00,14.23
1903,122.00,0.00,16.31
1904,139.00,0.00,8.94
1905,145.00,0.00,3.57
1906,141.00,0.00,0.26
1907,134.00,0.00,0.00
1908,128.00,0.00,0.00
1909,125.00,0.00,0.00
1910,127.00,0.00,0.00
1911,133.00,0.00,0.00
1912,143.00,0.47,0.00
1913,154.00,1.20,0.00
1914,160.00,2.23,0.00
1915,162.00,2.93,0.00
1916,151.00,2.83,0.00
1917,132.00,2.99,0.00
1918,112.00,4.75,0.57
1919,99.00,9.07,5.24
1920,96.60,13.18,11.86
1921,91.35,12.90,18.43
1922,87.15,8.09,33.47
1923,85.05,11.30,16.06
1924,86.10,19.45,21.42
1925,93.45,18.75,23.94
1926,108.15,14.71,22.45
1927,128.10,11.82,16.08
1928,145.95,12.22,16.25
1929,152.25,9.59,7.74
1930,148.05,12.29,0.74
